"Service Request Number","Service Request Type","City Department","Created Date","Method Received","Status","Location","X_Value","Y_Value","Latitude","Longitude","Latitude/Longitude","ZIP Code","Council District","Police Precinct","Community Reporting Area"
"26-00125740","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/08/2026 01:50:38 PM","Find It Fix It Apps","Closed","1225 5TH AVE N, SEATTLE, WA 98109","1266900.32650832","233627.563024618","47.63040099","-122.34827042","POINT (-122.34827042 47.63040099)","98109","7","WEST","QUEEN ANNE"
"26-00125828","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/08/2026 02:46:43 PM","Citizen Web Intake App","Closed","4401 W POINT AVE W, SEATTLE, WA 98199","1245569.43899777","245574.767220707","47.66196304","-122.43577045","POINT (-122.43577045 47.66196304)","98199","6","WEST","MAGNOLIA"
"26-00128141","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/11/2026 12:08:17 PM","Citizen Web Intake App","Closed","1020 NE 82ND ST, SEATTLE, WA 98115","1275090.57061039","254983.196224447","47.68937342","-122.31672947","POINT (-122.31672947 47.68937342)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00129976","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/12/2026 06:30:33 PM","Find It Fix It Apps","Closed","650 WASHINGTON AVE, SEATTLE, WA 98199","1251134.16273113","243897.378195281","47.65768087","-122.4130534","POINT (-122.4130534 47.65768087)","98199","6","WEST","MAGNOLIA"
"26-00130353","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/13/2026 09:13:36 AM","Find It Fix It Apps","Closed","120 W HOWE ST, SEATTLE, WA 98119","1264190.38020669","235703.700822596","47.63594481","-122.35942573","POINT (-122.35942573 47.63594481)","98119","7","WEST","QUEEN ANNE"
"26-00131567","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2026 08:27:27 AM","Find It Fix It Apps","Closed","160 HOWE ST, SEATTLE, WA 98109","1265632.87516126","235668.779946618","47.63592736","-122.35357324","POINT (-122.35357324 47.63592736)","98109","7","WEST","QUEEN ANNE"
"26-00130691","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/13/2026 12:17:34 PM","Find It Fix It Apps","Closed","9310 SAND POINT WAY NE, SEATTLE, WA 98115","1285199.71509969","257360.568182778","47.69641659","-122.27587226","POINT (-122.27587226 47.69641659)","98115","5","NORTH","CEDAR PARK/MEADOWBROOK"
"26-00129953","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/12/2026 06:02:33 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00130908","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/13/2026 02:47:29 PM","Find It Fix It Apps","Closed","1100 STURGUS AVE S, SEATTLE, WA 98144","1275312.91857726","219798.915894822","47.59294578","-122.31308015","POINT (-122.31308015 47.59294578)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00131585","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2026 08:37:29 AM","Find It Fix It Apps","Closed","1220 5TH AVE N, SEATTLE, WA 98109","1267132.12622814","233657.498895017","47.63049555","-122.3473329","POINT (-122.3473329 47.63049555)","98109","7","WEST","QUEEN ANNE"
"26-00131385","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/13/2026 09:09:46 PM","Find It Fix It Apps","Closed","4914 NE 93RD ST, SEATTLE, WA 98115","1285419.70852656","257195.230547349","47.6959747","-122.2749665","POINT (-122.2749665 47.6959747)","98115","5","NORTH","CEDAR PARK/MEADOWBROOK"
"26-00131706","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2026 09:36:27 AM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00131875","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2026 11:14:39 AM","Find It Fix It Apps","Closed","6655 E GREEN LAKE WAY N, SEATTLE, WA 98103","1271495.33997392","251064.33110263","47.67844105","-122.3310145","POINT (-122.3310145 47.67844105)","98103","6","NORTH","GREEN LAKE"
"26-00133090","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/15/2026 12:23:43 PM","Citizen Web Intake App","Closed","13005 LINDEN AVE N, SEATTLE, WA 98133","1267557.05172526","267494.331131112","47.72326363","-122.34831124","POINT (-122.34831124 47.72326363)","98133","5","NORTH","BROADVIEW/BITTER LAKE"
"26-00133232","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/15/2026 02:17:46 PM","Find It Fix It Apps","Closed","604 NW 44TH ST, SEATTLE, WA 98107","1263155.55536087","244862.525429568","47.66099231","-122.36436121","POINT (-122.36436121 47.66099231)","98107","6","NORTH","FREMONT"
"26-00132535","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2026 06:55:55 PM","Find It Fix It Apps","Closed","4101 36TH AVE W, SEATTLE, WA 98199","1252871.13777143","243765.567352619","47.65741711","-122.40599574","POINT (-122.40599574 47.65741711)","98199","6","WEST","MAGNOLIA"
"26-00132599","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2026 08:57:54 PM","Citizen Web Intake App","Closed","13525 LINDEN AVE N, SEATTLE, WA 98133","1267620.05492674","269014.877464128","47.72743476","-122.34817691","POINT (-122.34817691 47.72743476)","98133","5","NORTH","BROADVIEW/BITTER LAKE"
"26-00133741","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2026 08:27:45 AM","Find It Fix It Apps","Closed","6733 18TH AVE NW, SEATTLE, WA 98117","1259345.19947386","251404.583823966","47.67871478","-122.38035416","POINT (-122.38035416 47.67871478)","98117","6","NORTH","WHITTIER HEIGHTS"
"26-00132706","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/15/2026 07:40:29 AM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00134393","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 12:17:16 AM","Find It Fix It Apps","Closed","8830 8TH AVE SW, SEATTLE, WA 98106","1266900.220121","194641.050239328","47.52354048","-122.34516486","POINT (-122.34516486 47.52354048)","98106","1","SOUTHWEST","HIGHLAND PARK"
"26-00133466","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/15/2026 04:47:10 PM","Find It Fix It Apps","Closed","1045 NE 88TH ST, SEATTLE, WA 98115","1275365.83562735","255888.465638661","47.69186928","-122.31568284","POINT (-122.31568284 47.69186928)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00134521","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 09:37:46 AM","Find It Fix It Apps","Closed","2083 NE 68TH ST, SEATTLE, WA 98115","1277788.03210639","250614.873650559","47.67754194","-122.30543993","POINT (-122.30543993 47.67754194)","98115","4","NORTH","RAVENNA/BRYANT"
"26-00134530","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 09:47:42 AM","Find It Fix It Apps","Closed","1482 23RD AVE S, SEATTLE, WA 98144","1278005.45551861","218611.56229431","47.58983266","-122.30207826","POINT (-122.30207826 47.58983266)","98144","3","SOUTH","MT. BAKER/NORTH RAINIER"
"26-00133971","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2026 11:44:44 AM","Find It Fix It Apps","Closed","4101 28TH AVE SW, SEATTLE, WA 98126","1261508.36665431","210499.702588025","47.56671574","-122.36826309","POINT (-122.36826309 47.56671574)","98126","1","SOUTHWEST","NORTH DELRIDGE"
"26-00134014","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2026 12:28:43 PM","Find It Fix It Apps","Closed","4501 DELRIDGE WAY SW, SEATTLE, WA 98106","1262426.2140887","209199.4277149","47.56320188","-122.36444116","POINT (-122.36444116 47.56320188)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00134051","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2026 01:10:50 PM","Find It Fix It Apps","Closed","1485 25TH AVE S, SEATTLE, WA 98144","1278438.10256544","218510.870224084","47.58957929","-122.30031752","POINT (-122.30031752 47.58957929)","98144","3","SOUTH","MT. BAKER/NORTH RAINIER"
"26-00133800","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2026 09:30:35 AM","Find It Fix It Apps","Closed","4529 DELRIDGE WAY SW, SEATTLE, WA 98106","1262660.7828822","208982.429199822","47.56261989","-122.36347377","POINT (-122.36347377 47.56261989)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00133844","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2026 10:04:46 AM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00133866","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2026 10:22:39 AM","Find It Fix It Apps","Closed","4249 NE 73RD ST, SEATTLE, WA 98115","1283697.42591507","251888.573152297","47.68134051","-122.28155349","POINT (-122.28155349 47.68134051)","98115","4","NORTH","WEDGWOOD/VIEW RIDGE"
"26-00134871","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 04:34:04 PM","Find It Fix It Apps","Closed","7367 47TH AVE SW, SEATTLE, WA 98136","1254848.05116108","199613.271103687","47.53650946","-122.39434178","POINT (-122.39434178 47.53650946)","98136","1","SOUTHWEST","FAUNTLEROY/SEAVIEW"
"26-00134400","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 01:55:22 AM","Citizen Web Intake App","Closed","5100 NE 93RD ST, SEATTLE, WA 98115","1285829.63438709","257391.250284194","47.69653303","-122.27331708","POINT (-122.27331708 47.69653303)","98115","5","NORTH","CEDAR PARK/MEADOWBROOK"
"26-00135500","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 11:17:22 AM","Citizen Web Intake App","Closed","13035 LINDEN AVE N, SEATTLE, WA 98133","1267483.75149978","267784.936764243","47.72405621","-122.34863224","POINT (-122.34863224 47.72405621)","98133","5","NORTH","BROADVIEW/BITTER LAKE"
"26-00135015","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 08:00:12 PM","Find It Fix It Apps","Closed","900 WESTLAKE AVE N, SEATTLE, WA 98109","1269170.67130874","232415.119998282","47.62719987","-122.33896834","POINT (-122.33896834 47.62719987)","98109","7","WEST","QUEEN ANNE"
"26-00134613","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 11:19:49 AM","Find It Fix It Apps","Closed","402 OREGON AVE, SEATTLE, WA 98199","1250753.69757001","244752.946213073","47.66000448","-122.41466823","POINT (-122.41466823 47.66000448)","98199","6","WEST","MAGNOLIA"
"26-00134636","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 11:47:48 AM","Find It Fix It Apps","Closed","4400 W POINT AVE W, SEATTLE, WA 98199","1246896.12528156","245171.343485604","47.6609329","-122.43035384","POINT (-122.43035384 47.6609329)","98199","6","WEST","MAGNOLIA"
"26-00134629","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/17/2026 11:37:47 AM","Find It Fix It Apps","Closed","7299 LAKE SHORE DR NE, SEATTLE, WA 98115","1292039.44580803","251581.08740902","47.680923","-122.24767107","POINT (-122.24767107 47.680923)","98115","4","NORTH","LAURELHURST/SAND POINT"
"26-00135093","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 06:01:16 AM","Citizen Web Intake App","Closed","300 19TH AVE E, SEATTLE, WA 98112","1277150.93724895","229983.309651272","47.62095772","-122.30642259","POINT (-122.30642259 47.62095772)","98112","3","EAST","MILLER PARK"
"26-00135147","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 07:35:13 AM","Find It Fix It Apps","Closed","4206 WALLINGFORD AVE N, SEATTLE, WA 98103","1270145.64113176","243719.367901516","47.65823664","-122.33591026","POINT (-122.33591026 47.65823664)","98103","4","NORTH","WALLINGFORD"
"26-00135569","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 11:51:23 AM","Find It Fix It Apps","Closed","4501 DELRIDGE WAY SW, SEATTLE, WA 98106","1262426.2140887","209199.4277149","47.56320188","-122.36444116","POINT (-122.36444116 47.56320188)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00135715","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 01:12:28 PM","Find It Fix It Apps","Closed","8725 SEAVIEW AVE NW, SEATTLE, WA 98117","1253654.55482822","256823.630564626","47.69325198","-122.4038988","POINT (-122.4038988 47.69325198)","98117","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"26-00135559","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 11:47:27 AM","Find It Fix It Apps","Closed","2700 CALIFORNIA AVE SW, SEATTLE, WA 98116","1257613.25047425","214753.547672672","47.57816119","-122.38438493","POINT (-122.38438493 47.57816119)","98116","1","SOUTHWEST","WEST SEATTLE JUNCTION/GENESEE HILL"
"26-00136903","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 10:58:07 AM","Find It Fix It Apps","Closed","1632 3RD AVE W, SEATTLE, WA 98119","1263872.37636598","235206.545304223","47.63456484","-122.3606753","POINT (-122.3606753 47.63456484)","98119","7","WEST","QUEEN ANNE"
"26-00135818","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 02:20:31 PM","Find It Fix It Apps","Closed","1800 43RD AVE E, SEATTLE, WA 98112","1284642.289648","234869.203289429","47.63473904","-122.27642288","POINT (-122.27642288 47.63473904)","98112","3","EAST","MADISON PARK"
"26-00136101","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 05:28:44 PM","Find It Fix It Apps","Closed","3990 43RD AVE S, SEATTLE, WA 98118","1283441.94525991","210048.029750164","47.56664226","-122.27939895","POINT (-122.27939895 47.56664226)","98118","2","SOUTH","COLUMBIA CITY"
"26-00136445","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 07:53:23 AM","Find It Fix It Apps","Closed","1939 14TH AVE S, SEATTLE, WA 98144","1274841.94338497","217289.727333247","47.5860433","-122.31479277","POINT (-122.31479277 47.5860433)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00136447","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 07:55:19 AM","Find It Fix It Apps","Closed","1933 14TH AVE S, SEATTLE, WA 98144","1274842.39894123","217307.926463092","47.58609321","-122.31479234","POINT (-122.31479234 47.58609321)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00136442","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 07:51:25 AM","Find It Fix It Apps","Closed","2025 14TH AVE S, SEATTLE, WA 98144","1274760.90064077","217081.84316296","47.58546921","-122.31510489","POINT (-122.31510489 47.58546921)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00136242","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 07:50:43 PM","Find It Fix It Apps","Closed","160 HOWE ST, SEATTLE, WA 98109","1265632.87516126","235668.779946618","47.63592736","-122.35357324","POINT (-122.35357324 47.63592736)","98109","7","WEST","QUEEN ANNE"
"26-00136894","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 10:54:59 AM","Find It Fix It Apps","Closed","1889 1ST AVE W, SEATTLE, WA 98119","1264434.94908879","235559.089479603","47.63556173","-122.35842232","POINT (-122.35842232 47.63556173)","98119","7","WEST","QUEEN ANNE"
"26-00136145","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2026 06:04:38 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00138268","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 12:04:36 PM","Find It Fix It Apps","Closed","4501 DELRIDGE WAY SW, SEATTLE, WA 98106","1262426.2140887","209199.4277149","47.56320188","-122.36444116","POINT (-122.36444116 47.56320188)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00137435","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 04:34:43 PM","Find It Fix It Apps","Closed","400 OREGON AVE, SEATTLE, WA 98199","1250645.80800991","244672.736511968","47.65977856","-122.41509926","POINT (-122.41509926 47.65977856)","98199","6","WEST","MAGNOLIA"
"26-00137492","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 05:03:51 PM","Citizen Web Intake App","Closed","3801 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1252772.62615811","243834.030628948","47.65759924","-122.40640107","POINT (-122.40640107 47.65759924)","98199","6","WEST","MAGNOLIA"
"26-00137545","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 05:56:27 PM","Find It Fix It Apps","Closed","1515 24TH AVE S, SEATTLE, WA 98144","1278059.10647738","218358.17937057","47.58914095","-122.30184129","POINT (-122.30184129 47.58914095)","98144","3","SOUTH","MT. BAKER/NORTH RAINIER"
"26-00137551","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 06:00:47 PM","Find It Fix It Apps","Closed","2025 14TH AVE S, SEATTLE, WA 98144","1274760.90064077","217081.84316296","47.58546921","-122.31510489","POINT (-122.31510489 47.58546921)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00137579","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 06:32:51 PM","Find It Fix It Apps","Closed","8526 ROOSEVELT WAY NE, SEATTLE, WA 98115","1274938.90333544","255622.441119854","47.69111756","-122.31739521","POINT (-122.31739521 47.69111756)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00136456","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 07:59:21 AM","Find It Fix It Apps","Closed","917 34TH AVE, SEATTLE, WA 98122","1281183.59398845","226375.857169729","47.61128014","-122.28979675","POINT (-122.28979675 47.61128014)","98122","3","EAST","MADRONA/LESCHI"
"26-00136535","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 08:43:25 AM","Find It Fix It Apps","Closed","1225 5TH AVE N, SEATTLE, WA 98109","1266900.32650832","233627.563024618","47.63040099","-122.34827042","POINT (-122.34827042 47.63040099)","98109","7","WEST","QUEEN ANNE"
"26-00137582","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 06:34:53 PM","Find It Fix It Apps","Closed","1037 NE 88TH ST, SEATTLE, WA 98115","1275264.89534363","255878.374041999","47.69183629","-122.31609183","POINT (-122.31609183 47.69183629)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00136747","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 10:14:28 AM","Citizen Web Intake App","Closed","3801 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1252772.62615811","243834.030628948","47.65759924","-122.40640107","POINT (-122.40640107 47.65759924)","98199","6","WEST","MAGNOLIA"
"26-00136704","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2026 09:56:29 AM","Find It Fix It Apps","Closed","5006 PHINNEY AVE N, SEATTLE, WA 98103","1265881.67101444","246707.855949378","47.6661984","-122.35344869","POINT (-122.35344869 47.6661984)","98103","6","NORTH","GREENWOOD/PHINNEY RIDGE"
"26-00138350","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 01:08:45 PM","Find It Fix It Apps","Closed","1218 NE 82ND ST, SEATTLE, WA 98115","1275592.17615814","254973.215574556","47.68937255","-122.31469244","POINT (-122.31469244 47.68937255)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00137903","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 08:39:40 AM","Find It Fix It Apps","Closed","1201 NE 88TH ST, SEATTLE, WA 98115","1275586.42212426","255866.285403468","47.69182013","-122.3147856","POINT (-122.3147856 47.69182013)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00138410","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 01:49:43 PM","Find It Fix It Apps","Closed","4101 36TH AVE W, SEATTLE, WA 98199","1252871.13777143","243765.567352619","47.65741711","-122.40599574","POINT (-122.40599574 47.65741711)","98199","6","WEST","MAGNOLIA"
"26-00137977","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 09:16:49 AM","Find It Fix It Apps","Closed","120 W HOWE ST, SEATTLE, WA 98119","1264190.38020669","235703.700822596","47.63594481","-122.35942573","POINT (-122.35942573 47.63594481)","98119","7","WEST","QUEEN ANNE"
"26-00137775","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 06:45:23 AM","Find It Fix It Apps","Closed","1166 VALLEY ST, SEATTLE, WA 98109","1270334.0591445","231943.275541776","47.62596886","-122.33421395","POINT (-122.33421395 47.62596886)","98109","7","WEST","CASCADE/EASTLAKE"
"26-00138428","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 01:55:43 PM","Find It Fix It Apps","Closed","8503 SEAVIEW AVE NW, SEATTLE, WA 98117","1253636.25101809","256284.858692113","47.69177423","-122.40392846","POINT (-122.40392846 47.69177423)","98117","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"26-00139647","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 02:20:34 PM","Find It Fix It Apps","Closed","2025 14TH AVE S, SEATTLE, WA 98144","1274760.90064077","217081.84316296","47.58546921","-122.31510489","POINT (-122.31510489 47.58546921)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00139051","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 08:01:12 AM","Find It Fix It Apps","Closed","905 33RD AVE, SEATTLE, WA 98122","1280956.97533082","226162.705626263","47.61068413","-122.29069896","POINT (-122.29069896 47.61068413)","98122","3","EAST","MADRONA/LESCHI"
"26-00139209","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 09:53:26 AM","Find It Fix It Apps","Closed","4501 DELRIDGE WAY SW, SEATTLE, WA 98106","1262426.2140887","209199.4277149","47.56320188","-122.36444116","POINT (-122.36444116 47.56320188)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00141092","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 04:43:38 PM","Find It Fix It Apps","Closed","2868 SW FLORIDA ST, SEATTLE, WA 98126","1261684.49997189","217182.125365148","47.58504153","-122.36808956","POINT (-122.36808956 47.58504153)","98126","1","SOUTHWEST","NORTH DELRIDGE"
"26-00139124","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 09:00:18 AM","Citizen Web Intake App","Closed","4554 NE 41ST ST, SEATTLE, WA 98105","1284438.3238892","243778.262398841","47.65914832","-122.27792827","POINT (-122.27792827 47.65914832)","98105","4","NORTH","LAURELHURST/SAND POINT"
"26-00140307","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 08:17:14 AM","Find It Fix It Apps","Closed","698 SENECA ST, SEATTLE, WA 98101","1270957.09669249","225746.255524445","47.6090163","-122.33119874","POINT (-122.33119874 47.6090163)","98101","7","WEST","FIRST HILL"
"26-00140353","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 08:51:16 AM","Find It Fix It Apps","Closed","4079 36TH AVE W, SEATTLE, WA 98199","1253428.21210392","243447.425990133","47.6565763","-122.40370941","POINT (-122.40370941 47.6565763)","98199","6","WEST","MAGNOLIA"
"26-00140361","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 08:59:19 AM","Find It Fix It Apps","Closed","4003 W EMERSON ST, SEATTLE, WA 98199","1252324.07292432","242491.670454141","47.6538948","-122.40810934","POINT (-122.40810934 47.6538948)","98199","6","WEST","MAGNOLIA"
"26-00140375","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 09:05:23 AM","Find It Fix It Apps","Closed","8526 ROOSEVELT WAY NE, SEATTLE, WA 98115","1274938.90333544","255622.441119854","47.69111756","-122.31739521","POINT (-122.31739521 47.69111756)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00138768","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2026 06:21:54 PM","Citizen Web Intake App","Closed","2516 EASTLAKE AVE E, SEATTLE, WA 98102","1272703.74385947","238091.027593899","47.64294597","-122.32508928","POINT (-122.32508928 47.64294597)","98102","3","WEST","MONTLAKE/PORTAGE BAY"
"26-00139957","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 05:34:35 PM","Find It Fix It Apps","Closed","1899 NW CARKEEK PARK RD, SEATTLE, WA 98177","1259837.86202622","263665.375050492","47.71234787","-122.37935447","POINT (-122.37935447 47.71234787)","98177","5","NORTH","NORTH BEACH/BLUE RIDGE"
"26-00140024","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 06:58:39 PM","Find It Fix It Apps","Closed","1698 E UNION ST, SEATTLE, WA 98122","1276117.27658431","227235.296448802","47.61337114","-122.31039933","POINT (-122.31039933 47.61337114)","98122","3","EAST","CENTRAL AREA/SQUIRE PARK"
"26-00140029","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 07:00:39 PM","Find It Fix It Apps","Closed","1899 NW CARKEEK PARK RD, SEATTLE, WA 98177","1259837.86202622","263665.375050492","47.71234787","-122.37935447","POINT (-122.37935447 47.71234787)","98177","5","NORTH","NORTH BEACH/BLUE RIDGE"
"26-00140058","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2026 07:44:48 PM","Find It Fix It Apps","Closed","1414 16TH AVE, SEATTLE, WA 98122","1276009.65365744","227300.514912047","47.61354424","-122.31084066","POINT (-122.31084066 47.61354424)","98122","3","EAST","CENTRAL AREA/SQUIRE PARK"
"26-00140286","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 08:00:13 AM","Find It Fix It Apps","Closed","1939 14TH AVE S, SEATTLE, WA 98144","1274841.94338497","217289.727333247","47.5860433","-122.31479277","POINT (-122.31479277 47.5860433)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00141106","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 04:55:39 PM","Find It Fix It Apps","Closed","2800 SW FLORIDA ST, SEATTLE, WA 98106","1261609.48931628","216265.875260289","47.58252604","-122.3683194","POINT (-122.3683194 47.58252604)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00140714","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 12:21:31 PM","Find It Fix It Apps","Closed","5930 LAKE WASHINGTON BLVD S, SEATTLE, WA 98118","1290852.34971041","206499.921048432","47.55729455","-122.24912266","POINT (-122.24912266 47.55729455)","98118","2","SOUTH","SEWARD PARK"
