zip,neighborhood,licenses_2014_25,provenance
98232,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91767,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91355,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89423,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60610,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
22304,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99201,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80401,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98338,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80223,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
20011,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83843,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97227,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
10024,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
06089,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84403,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02184,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
49201,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
11225,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95134,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97030,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94582,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
10036,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78723,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94116,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80015,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85281,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99016,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98596,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
01375,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89144,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
20024,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
48375,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90048,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97478,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
03904,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
48088,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02114,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98431,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
38671,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
35216,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99507,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94111,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89509,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89011,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
65807,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98807,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94526,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
43130,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98342,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55082,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
30309,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92110,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98524,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94539,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
96032,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91877,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33957,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
75024,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98359,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
15203,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
40059,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85268,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94303,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83704,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98135,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98911,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98156,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97015,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91016,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98546,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
21030,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60123,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80207,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99092,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
14618,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98930,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60175,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94089,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97229,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
56701,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98922,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
47906,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
59874,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
32905,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94708,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91802,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
67216,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99119,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
01757,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
68521,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
21230,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
34224,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
48124,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97739,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
68022,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95616,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92121,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84047,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98421,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33325,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
31082,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
59701,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98682,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60014,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85713,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98816,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
16507,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92126,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83864,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98169,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98316,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99125,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94122,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60506,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94087,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
96816,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
22015,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
66205,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98597,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98626,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92840,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55126,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98301,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98642,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
28715,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98191,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98046,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98937,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
63775,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95747,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92056,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
61611,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98185,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98926,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99224,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84070,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
34953,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92571,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33704,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
08807,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
